strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_hold_4d_close,DJT,2024-05-21,48.1848,47.84,0.3448,2024-05-21,47.8352,same_day_stop_loss_red_candle,207,9974.26,-72.37,-0.007255,-1.0139,-17.3274,0.595,0,97.0,entry=rsi2_next_open; setup_rsi2=4.98; raw_entry=open:48.1800; slippage_bps=1.0; decision_date=2024-05-20 00:00:00; filter_close=48.3800; filter_ma50=43.3610; filter_avg_value_10=218.38; filter_adr20=10.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WLDN,2025-09-04,103.8704,101.21,2.6604,2025-09-04,101.1999,same_day_stop_loss_red_candle,101,10490.91,-269.72,-0.02571,-1.0038,-1.0075,0.1239,0,96.0,entry=rsi2_next_open; setup_rsi2=2.34; raw_entry=open:103.8600; slippage_bps=1.0; decision_date=2025-09-03 00:00:00; filter_close=103.7800; filter_ma50=89.2786; filter_avg_value_10=53.83; filter_adr20=5.98; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,EVLV,2025-09-04,7.9708,7.841,0.1298,2025-09-04,7.8402,same_day_stop_loss_red_candle,1326,10569.28,-173.15,-0.016382,-1.006,-1.3159,0.4176,0,94.0,entry=rsi2_next_open; setup_rsi2=4.08; raw_entry=open:7.9700; slippage_bps=1.0; decision_date=2025-09-03 00:00:00; filter_close=7.9700; filter_ma50=6.8657; filter_avg_value_10=25.42; filter_adr20=5.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LMND,2025-09-04,49.965,49.2,0.765,2025-09-05,49.1951,stop_loss,211,10542.61,-162.45,-0.015409,-1.0064,-2.4013,2.1896,1,92.0,entry=rsi2_next_open; setup_rsi2=1.64; raw_entry=open:49.9600; slippage_bps=1.0; decision_date=2025-09-03 00:00:00; filter_close=49.8600; filter_ma50=46.1508; filter_avg_value_10=102.19; filter_adr20=6.68; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WLDN,2025-09-05,103.6404,101.19,2.4504,2025-09-05,101.1799,same_day_stop_loss_red_candle,101,10467.68,-248.51,-0.023741,-1.0041,-3.1181,0.2406,0,96.0,entry=rsi2_next_open; setup_rsi2=1.94; raw_entry=open:103.6300; slippage_bps=1.0; decision_date=2025-09-04 00:00:00; filter_close=103.1400; filter_ma50=90.1586; filter_avg_value_10=52.90; filter_adr20=5.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,APLD,2025-09-05,14.6915,14.055,0.6365,2025-09-05,14.0536,same_day_stop_loss_red_candle,719,10563.17,-458.63,-0.043418,-1.0022,-1.5986,0.2082,0,92.0,entry=rsi2_next_open; setup_rsi2=2.26; raw_entry=open:14.6900; slippage_bps=1.0; decision_date=2025-09-04 00:00:00; filter_close=14.3300; filter_ma50=12.6320; filter_avg_value_10=378.24; filter_adr20=8.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,TDUP,2025-09-03,10.311,10.21,0.101,2025-09-09,10.7289,hold_4d_close,1023,10548.19,427.51,0.040529,4.1363,-2.0789,15.7275,4,98.0,entry=rsi2_next_open; setup_rsi2=4.16; raw_entry=open:10.3100; slippage_bps=1.0; decision_date=2025-09-02 00:00:00; filter_close=10.5500; filter_ma50=8.9122; filter_avg_value_10=26.59; filter_adr20=6.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,UAMY,2025-09-03,4.3804,4.14,0.2404,2025-09-09,4.6195,hold_4d_close,2410,10556.86,576.23,0.054584,0.9944,-0.5425,2.3688,4,97.0,entry=rsi2_next_open; setup_rsi2=4.90; raw_entry=open:4.3800; slippage_bps=1.0; decision_date=2025-09-02 00:00:00; filter_close=4.3100; filter_ma50=3.4398; filter_avg_value_10=30.45; filter_adr20=9.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WLDN,2025-09-08,99.86,96.0,3.86,2025-09-09,95.9904,stop_loss,105,10485.3,-406.31,-0.03875,-1.0025,-1.5699,0.4067,1,95.0,entry=rsi2_next_open; setup_rsi2=0.59; raw_entry=open:99.8500; slippage_bps=1.0; decision_date=2025-09-05 00:00:00; filter_close=98.8600; filter_ma50=90.9394; filter_avg_value_10=52.75; filter_adr20=6.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PGEN,2025-09-10,4.1204,4.02,0.1004,2025-09-10,4.0196,same_day_stop_loss_red_candle,2565,10568.86,-258.59,-0.024467,-1.004,-2.2947,0.8922,0,99.0,entry=rsi2_next_open; setup_rsi2=4.66; raw_entry=open:4.1200; slippage_bps=1.0; decision_date=2025-09-09 00:00:00; filter_close=4.1300; filter_ma50=2.5184; filter_avg_value_10=38.71; filter_adr20=11.54; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,EVLV,2025-09-05,7.9608,7.8,0.1608,2025-09-11,7.9792,hold_4d_close,1326,10556.02,24.41,0.002312,0.1145,-1.4353,3.9753,4,94.0,entry=rsi2_next_open; setup_rsi2=2.56; raw_entry=open:7.9600; slippage_bps=1.0; decision_date=2025-09-04 00:00:00; filter_close=7.8900; filter_ma50=6.8993; filter_avg_value_10=25.64; filter_adr20=5.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LQDA,2025-09-11,27.3027,27.26,0.0427,2025-09-11,27.2573,same_day_stop_loss_red_candle,387,10566.16,-17.59,-0.001665,-1.0638,-13.8718,7.8932,0,96.0,entry=rsi2_next_open; setup_rsi2=4.42; raw_entry=open:27.3000; slippage_bps=1.0; decision_date=2025-09-10 00:00:00; filter_close=27.2900; filter_ma50=21.0392; filter_avg_value_10=62.18; filter_adr20=4.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,MP,2025-09-08,62.6563,61.401,1.2553,2025-09-12,63.5036,hold_4d_close,168,10526.25,142.36,0.013524,0.6751,-0.8614,2.3634,4,97.0,entry=rsi2_next_open; setup_rsi2=3.45; raw_entry=open:62.6500; slippage_bps=1.0; decision_date=2025-09-05 00:00:00; filter_close=63.0500; filter_ma50=59.3884; filter_avg_value_10=600.66; filter_adr20=6.54; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,APLD,2025-09-08,13.8514,13.674,0.1774,2025-09-12,18.6781,hold_4d_close,761,10540.9,3673.15,0.348467,27.2105,-3.8976,27.3901,4,92.0,entry=rsi2_next_open; setup_rsi2=1.06; raw_entry=open:13.8500; slippage_bps=1.0; decision_date=2025-09-05 00:00:00; filter_close=13.8900; filter_ma50=12.7134; filter_avg_value_10=368.31; filter_adr20=8.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PGEN,2025-09-11,4.0704,3.89,0.1804,2025-09-12,3.8896,stop_loss,2599,10578.99,-469.89,-0.044417,-1.0022,-1.6652,0.552,1,99.0,entry=rsi2_next_open; setup_rsi2=3.19; raw_entry=open:4.0700; slippage_bps=1.0; decision_date=2025-09-10 00:00:00; filter_close=4.0800; filter_ma50=2.5716; filter_avg_value_10=37.20; filter_adr20=11.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LQDA,2025-09-12,26.8327,26.71,0.1227,2025-09-12,26.7073,same_day_stop_loss_red_candle,394,10572.08,-49.39,-0.004672,-1.0218,-9.7216,2.5049,0,95.0,entry=rsi2_next_open; setup_rsi2=2.67; raw_entry=open:26.8300; slippage_bps=1.0; decision_date=2025-09-11 00:00:00; filter_close=27.0000; filter_ma50=21.3392; filter_avg_value_10=61.98; filter_adr20=4.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WWW,2025-09-12,30.0294,29.9575,0.0719,2025-09-15,29.856,stop_loss,352,10570.35,-61.04,-0.005775,-2.4105,-4.5593,13.2371,1,92.0,entry=rsi2_next_open; setup_rsi2=2.84; raw_entry=open:30.0264; slippage_bps=1.0; decision_date=2025-09-11 00:00:00; filter_close=30.0559; filter_ma50=25.3307; filter_avg_value_10=49.90; filter_adr20=3.15; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,INDV,2025-09-15,23.6324,23.06,0.5724,2025-09-15,23.0577,same_day_stop_loss_red_candle,447,10563.67,-256.88,-0.024317,-1.004,-2.0395,-0.0041,0,93.0,entry=rsi2_next_open; setup_rsi2=1.11; raw_entry=open:23.6300; slippage_bps=1.0; decision_date=2025-09-12 00:00:00; filter_close=23.2100; filter_ma50=20.6130; filter_avg_value_10=52.31; filter_adr20=2.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WLDN,2025-09-10,96.4396,93.8,2.6396,2025-09-16,100.5699,hold_4d_close,109,10511.92,450.2,0.042828,1.5647,-0.3332,3.7052,4,92.0,entry=rsi2_next_open; setup_rsi2=0.18; raw_entry=open:96.4300; slippage_bps=1.0; decision_date=2025-09-09 00:00:00; filter_close=94.8100; filter_ma50=92.2992; filter_avg_value_10=45.54; filter_adr20=5.41; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,INDV,2025-09-16,23.2023,22.465,0.7373,2025-09-16,22.4628,same_day_stop_loss_red_candle,456,10580.26,-337.24,-0.031875,-1.003,-1.2645,-0.0031,0,93.0,entry=rsi2_next_open; setup_rsi2=1.08; raw_entry=open:23.2000; slippage_bps=1.0; decision_date=2025-09-15 00:00:00; filter_close=23.1950; filter_ma50=20.7687; filter_avg_value_10=51.41; filter_adr20=2.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LQDA,2025-09-15,25.9526,25.64,0.3126,2025-09-17,25.6374,stop_loss,407,10562.71,-128.27,-0.012144,-1.0082,-3.1433,6.5497,2,93.0,entry=rsi2_next_open; setup_rsi2=0.71; raw_entry=open:25.9500; slippage_bps=1.0; decision_date=2025-09-12 00:00:00; filter_close=25.9900; filter_ma50=21.6178; filter_avg_value_10=62.73; filter_adr20=4.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,INDV,2025-09-17,22.8923,22.27,0.6223,2025-09-18,22.2678,stop_loss,462,10576.24,-288.53,-0.027281,-1.0036,-1.0804,0.7114,1,92.0,entry=rsi2_next_open; setup_rsi2=0.42; raw_entry=open:22.8900; slippage_bps=1.0; decision_date=2025-09-16 00:00:00; filter_close=22.7700; filter_ma50=20.9131; filter_avg_value_10=51.09; filter_adr20=3.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WWW,2025-09-16,29.7142,29.7014,0.0128,2025-09-19,29.6984,stop_loss,356,10578.26,-5.62,-0.000531,-1.2317,-61.6811,82.725,3,91.0,entry=rsi2_next_open; setup_rsi2=1.92; raw_entry=open:29.7113; slippage_bps=1.0; decision_date=2025-09-15 00:00:00; filter_close=29.7211; filter_ma50=25.7429; filter_avg_value_10=50.77; filter_adr20=3.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PGEN,2025-09-16,3.6304,3.47,0.1604,2025-09-22,3.8496,hold_4d_close,2914,10578.88,638.9,0.060394,1.3672,-0.1893,3.178,4,98.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:3.6300; slippage_bps=1.0; decision_date=2025-09-15 00:00:00; filter_close=3.5900; filter_ma50=2.7084; filter_avg_value_10=28.11; filter_adr20=10.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,AEO,2025-09-23,17.8099,17.6022,0.2077,2025-09-23,17.6005,same_day_stop_loss_red_candle,593,10561.29,-124.22,-0.011762,-1.0085,-1.6137,1.7382,0,90.0,entry=rsi2_next_open; setup_rsi2=4.46; raw_entry=open:17.8082; slippage_bps=1.0; decision_date=2025-09-22 00:00:00; filter_close=17.6022; filter_ma50=13.5105; filter_avg_value_10=225.04; filter_adr20=5.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,RDDT,2025-09-24,241.5341,235.85,5.6841,2025-09-24,235.8264,same_day_stop_loss_red_candle,43,10385.97,-245.43,-0.023631,-1.0041,-1.1689,0.4338,0,92.0,entry=rsi2_next_open; setup_rsi2=3.18; raw_entry=open:241.5100; slippage_bps=1.0; decision_date=2025-09-23 00:00:00; filter_close=237.4500; filter_ma50=210.6552; filter_avg_value_10=1688.32; filter_adr20=5.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LDI,2025-09-24,3.2603,3.25,0.0103,2025-09-25,3.1597,stop_loss,3246,10583.02,-326.68,-0.030869,-9.7465,-17.3665,12.558,1,97.0,entry=rsi2_next_open; setup_rsi2=3.19; raw_entry=open:3.2600; slippage_bps=1.0; decision_date=2025-09-23 00:00:00; filter_close=3.2900; filter_ma50=2.3886; filter_avg_value_10=97.66; filter_adr20=13.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LDI,2025-09-26,3.2503,3.081,0.1693,2025-09-29,3.0807,stop_loss,3258,10589.56,-552.66,-0.05219,-1.0018,-1.5374,0.6477,1,97.0,entry=rsi2_next_open; setup_rsi2=1.98; raw_entry=open:3.2500; slippage_bps=1.0; decision_date=2025-09-25 00:00:00; filter_close=3.2000; filter_ma50=2.4550; filter_avg_value_10=82.61; filter_adr20=13.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PRCH,2025-09-26,17.4517,16.86,0.5917,2025-09-29,16.8583,stop_loss,606,10575.76,-359.62,-0.034004,-1.0028,-1.1352,0.166,1,96.0,entry=rsi2_next_open; setup_rsi2=3.91; raw_entry=open:17.4500; slippage_bps=1.0; decision_date=2025-09-25 00:00:00; filter_close=17.3900; filter_ma50=15.8671; filter_avg_value_10=45.78; filter_adr20=4.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PGY,2025-09-26,35.0035,33.13,1.8735,2025-09-29,33.1267,stop_loss,302,10571.06,-566.8,-0.053618,-1.0018,-1.79,0.2757,1,95.0,entry=rsi2_next_open; setup_rsi2=2.73; raw_entry=open:35.0000; slippage_bps=1.0; decision_date=2025-09-25 00:00:00; filter_close=34.7800; filter_ma50=34.3826; filter_avg_value_10=166.43; filter_adr20=7.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,AEO,2025-09-26,17.4667,17.0629,0.4038,2025-09-29,17.0612,stop_loss,606,10584.81,-245.74,-0.023216,-1.0042,-1.6314,1.2828,1,91.0,entry=rsi2_next_open; setup_rsi2=4.07; raw_entry=open:17.4649; slippage_bps=1.0; decision_date=2025-09-25 00:00:00; filter_close=17.4551; filter_ma50=13.9741; filter_avg_value_10=188.86; filter_adr20=5.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PRCH,2025-09-29,17.1017,17.0,0.1017,2025-09-29,16.9983,same_day_stop_loss_red_candle,618,10568.86,-63.91,-0.006047,-1.0167,-3.163,2.274,0,95.0,entry=rsi2_next_open; setup_rsi2=2.30; raw_entry=open:17.1000; slippage_bps=1.0; decision_date=2025-09-26 00:00:00; filter_close=17.0900; filter_ma50=15.9489; filter_avg_value_10=43.69; filter_adr20=4.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PGY,2025-09-29,35.0635,33.96,1.1035,2025-09-29,33.9566,same_day_stop_loss_red_candle,301,10554.12,-333.18,-0.031569,-1.0031,-3.0933,0.4137,0,94.0,entry=rsi2_next_open; setup_rsi2=2.49; raw_entry=open:35.0600; slippage_bps=1.0; decision_date=2025-09-26 00:00:00; filter_close=34.6400; filter_ma50=34.4854; filter_avg_value_10=162.48; filter_adr20=6.87; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,OPEN,2025-09-24,7.6008,6.91,0.6908,2025-09-30,7.9692,hold_4d_close,1391,10572.66,512.5,0.048474,0.5334,-0.4209,2.3297,4,99.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:7.6000; slippage_bps=1.0; decision_date=2025-09-23 00:00:00; filter_close=7.0900; filter_ma50=4.3901; filter_avg_value_10=3942.23; filter_adr20=17.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,ALAB,2025-09-26,200.5551,191.66,8.8951,2025-09-30,191.6408,stop_loss,52,10428.86,-463.54,-0.044448,-1.0022,-1.2676,1.0101,2,95.0,entry=rsi2_next_open; setup_rsi2=1.57; raw_entry=open:200.5350; slippage_bps=1.0; decision_date=2025-09-25 00:00:00; filter_close=200.6400; filter_ma50=178.2822; filter_avg_value_10=1809.44; filter_adr20=6.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,RZLV,2025-09-30,5.4205,5.01,0.4105,2025-09-30,5.0095,same_day_stop_loss_red_candle,1947,10553.8,-800.3,-0.075831,-1.0012,-1.7551,0.0839,0,95.0,entry=rsi2_next_open; setup_rsi2=4.20; raw_entry=open:5.4200; slippage_bps=1.0; decision_date=2025-09-29 00:00:00; filter_close=5.2400; filter_ma50=4.2486; filter_avg_value_10=158.25; filter_adr20=13.18; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PRCH,2025-09-30,17.0317,16.78,0.2517,2025-09-30,16.7783,same_day_stop_loss_red_candle,619,10542.62,-156.84,-0.014877,-1.0067,-2.2316,0.5892,0,95.0,entry=rsi2_next_open; setup_rsi2=2.02; raw_entry=open:17.0300; slippage_bps=1.0; decision_date=2025-09-29 00:00:00; filter_close=17.0400; filter_ma50=16.0201; filter_avg_value_10=41.66; filter_adr20=4.62; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,RDDT,2025-09-26,234.1034,223.5,10.6034,2025-10-01,212.9787,stop_loss,45,10534.65,-950.61,-0.090237,-1.9923,-3.0031,1.1625,3,91.0,entry=rsi2_next_open; setup_rsi2=2.00; raw_entry=open:234.0800; slippage_bps=1.0; decision_date=2025-09-25 00:00:00; filter_close=232.7500; filter_ma50=214.2418; filter_avg_value_10=1620.13; filter_adr20=5.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,FGI,2025-09-30,5.6406,5.61,0.0306,2025-10-01,5.6094,stop_loss,1870,10547.85,-58.2,-0.005518,-1.0184,-5.2534,13.5925,1,92.0,entry=rsi2_next_open; setup_rsi2=3.31; raw_entry=open:5.6400; slippage_bps=1.0; decision_date=2025-09-29 00:00:00; filter_close=5.8000; filter_ma50=4.6385; filter_avg_value_10=40.37; filter_adr20=12.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PSIX,2025-10-01,97.9798,96.17,1.8098,2025-10-01,96.1604,same_day_stop_loss_red_candle,107,10483.84,-194.68,-0.018569,-1.0053,-4.0998,1.1163,0,95.0,entry=rsi2_next_open; setup_rsi2=2.21; raw_entry=open:97.9700; slippage_bps=1.0; decision_date=2025-09-30 00:00:00; filter_close=98.2200; filter_ma50=92.3634; filter_avg_value_10=74.69; filter_adr20=7.39; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,BMNR,2025-09-26,49.5704,47.1961,2.3743,2025-10-02,56.4778,hold_4d_close,213,10558.5,1471.27,0.139344,2.9093,-0.9579,2.9116,4,99.0,entry=rsi2_next_open; setup_rsi2=4.80; raw_entry=open:49.5654; slippage_bps=1.0; decision_date=2025-09-25 00:00:00; filter_close=49.5554; filter_ma50=46.9770; filter_avg_value_10=3185.05; filter_adr20=8.57; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,CRDO,2025-09-26,146.3196,138.0,8.3196,2025-10-02,149.615,hold_4d_close,72,10535.01,237.27,0.022522,0.3961,-0.8498,1.1143,4,95.0,entry=rsi2_next_open; setup_rsi2=2.18; raw_entry=open:146.3050; slippage_bps=1.0; decision_date=2025-09-25 00:00:00; filter_close=144.9400; filter_ma50=126.9127; filter_avg_value_10=951.48; filter_adr20=6.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LASR,2025-09-26,28.2228,27.925,0.2978,2025-10-02,31.0969,hold_4d_close,374,10555.34,1074.9,0.101835,9.6503,-1.4533,10.8594,4,94.0,entry=rsi2_next_open; setup_rsi2=4.78; raw_entry=open:28.2200; slippage_bps=1.0; decision_date=2025-09-25 00:00:00; filter_close=28.0400; filter_ma50=25.8056; filter_avg_value_10=28.68; filter_adr20=4.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,P,2025-09-29,83.7384,80.68,3.0584,2025-10-03,86.8713,hold_4d_close,126,10551.04,394.75,0.037413,1.0244,-0.5619,1.8512,4,90.0,entry=rsi2_next_open; setup_rsi2=4.06; raw_entry=open:83.7300; slippage_bps=1.0; decision_date=2025-09-26 00:00:00; filter_close=82.4000; filter_ma50=68.2984; filter_avg_value_10=283.79; filter_adr20=3.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PRCH,2025-10-01,16.7617,16.47,0.2917,2025-10-06,16.4684,stop_loss,630,10559.86,-184.79,-0.0175,-1.0056,-1.4388,2.3599,3,95.0,entry=rsi2_next_open; setup_rsi2=0.89; raw_entry=open:16.7600; slippage_bps=1.0; decision_date=2025-09-30 00:00:00; filter_close=16.7800; filter_ma50=16.0865; filter_avg_value_10=43.47; filter_adr20=4.41; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,AMPX,2025-10-01,10.481,10.05,0.431,2025-10-07,12.6687,hold_4d_close,1006,10543.93,2200.81,0.208728,5.0753,-0.2808,8.3261,4,98.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:10.4800; slippage_bps=1.0; decision_date=2025-09-30 00:00:00; filter_close=10.5200; filter_ma50=8.2866; filter_avg_value_10=116.52; filter_adr20=9.30; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,IONQ,2025-10-01,61.3911,60.59,0.8011,2025-10-07,79.2221,hold_4d_close,172,10559.28,3066.92,0.290448,22.2571,-1.5617,26.9353,4,95.0,entry=rsi2_next_open; setup_rsi2=3.05; raw_entry=open:61.3850; slippage_bps=1.0; decision_date=2025-09-30 00:00:00; filter_close=61.5000; filter_ma50=47.8678; filter_avg_value_10=2635.51; filter_adr20=8.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,RZLV,2025-10-01,6.0506,4.7,1.3506,2025-10-07,6.2594,hold_4d_close,1745,10558.31,364.3,0.034504,0.1546,-0.8223,1.1324,4,94.0,entry=rsi2_next_open; setup_rsi2=2.94; raw_entry=open:6.0500; slippage_bps=1.0; decision_date=2025-09-30 00:00:00; filter_close=4.9800; filter_ma50=4.2942; filter_avg_value_10=149.34; filter_adr20=13.49; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,HSAI,2025-10-02,27.8928,26.85,1.0428,2025-10-07,26.8473,stop_loss,380,10599.26,-397.28,-0.037482,-1.0026,-1.2589,0.7741,3,91.0,entry=rsi2_next_open; setup_rsi2=2.19; raw_entry=open:27.8900; slippage_bps=1.0; decision_date=2025-10-01 00:00:00; filter_close=27.5900; filter_ma50=25.2750; filter_avg_value_10=90.94; filter_adr20=5.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WBD,2025-10-09,17.8418,17.68,0.1618,2025-10-09,17.6782,same_day_stop_loss_red_candle,594,10598.02,-97.15,-0.009167,-1.0109,-3.6579,2.5232,0,93.0,entry=rsi2_next_open; setup_rsi2=3.24; raw_entry=open:17.8400; slippage_bps=1.0; decision_date=2025-10-08 00:00:00; filter_close=17.8900; filter_ma50=14.7894; filter_avg_value_10=636.38; filter_adr20=6.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,DNTH,2025-10-07,34.4734,33.89,0.5834,2025-10-10,33.8866,stop_loss,307,10583.35,-180.16,-0.017023,-1.0058,-1.7541,3.7819,3,90.0,entry=rsi2_next_open; setup_rsi2=4.81; raw_entry=open:34.4700; slippage_bps=1.0; decision_date=2025-10-06 00:00:00; filter_close=34.4600; filter_ma50=28.4178; filter_avg_value_10=25.35; filter_adr20=7.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,NKTR,2025-10-10,55.7056,53.75,1.9556,2025-10-10,53.7446,same_day_stop_loss_red_candle,190,10584.06,-372.58,-0.035202,-1.0027,-1.4295,0.4011,0,98.0,entry=rsi2_next_open; setup_rsi2=4.05; raw_entry=open:55.7000; slippage_bps=1.0; decision_date=2025-10-09 00:00:00; filter_close=55.6400; filter_ma50=40.3484; filter_avg_value_10=49.74; filter_adr20=6.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WBD,2025-10-10,17.7218,17.25,0.4718,2025-10-10,17.2483,same_day_stop_loss_red_candle,598,10597.62,-283.15,-0.026718,-1.0037,-1.3603,1.6708,0,92.0,entry=rsi2_next_open; setup_rsi2=2.27; raw_entry=open:17.7200; slippage_bps=1.0; decision_date=2025-10-09 00:00:00; filter_close=17.6700; filter_ma50=14.8776; filter_avg_value_10=616.99; filter_adr20=5.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,STX,2025-10-10,219.4624,217.6782,1.7842,2025-10-10,217.6564,same_day_stop_loss_red_candle,48,10534.2,-86.69,-0.008229,-1.0122,-4.3482,2.1417,0,92.0,entry=rsi2_next_open; setup_rsi2=4.63; raw_entry=open:219.4405; slippage_bps=1.0; decision_date=2025-10-09 00:00:00; filter_close=220.7348; filter_ma50=188.3953; filter_avg_value_10=1305.46; filter_adr20=4.62; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,APP,2025-10-07,595.2745,545.0,50.2745,2025-10-13,590.051,hold_4d_close,17,10119.67,-88.8,-0.008775,-0.1039,-0.6563,1.1876,4,91.0,entry=rsi2_next_open; setup_rsi2=2.10; raw_entry=open:595.2150; slippage_bps=1.0; decision_date=2025-10-06 00:00:00; filter_close=587.0000; filter_ma50=516.7450; filter_avg_value_10=5036.27; filter_adr20=5.08; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,UMAC,2025-10-13,13.7814,13.26,0.5214,2025-10-14,13.2587,stop_loss,769,10597.88,-401.96,-0.037928,-1.0025,-1.211,3.3922,1,92.0,entry=rsi2_next_open; setup_rsi2=2.34; raw_entry=open:13.7800; slippage_bps=1.0; decision_date=2025-10-10 00:00:00; filter_close=13.3700; filter_ma50=11.5594; filter_avg_value_10=68.51; filter_adr20=11.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,STX,2025-10-13,224.6005,211.7043,12.8962,2025-10-14,211.6831,stop_loss,47,10556.22,-607.11,-0.057513,-1.0016,-1.159,0.0052,1,92.0,entry=rsi2_next_open; setup_rsi2=1.80; raw_entry=open:224.5780; slippage_bps=1.0; decision_date=2025-10-10 00:00:00; filter_close=213.4467; filter_ma50=189.5475; filter_avg_value_10=1362.78; filter_adr20=4.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,TTMI,2025-10-13,55.8156,53.5,2.3156,2025-10-14,53.4947,stop_loss,190,10604.96,-440.98,-0.041582,-1.0023,-1.0605,0.2869,1,90.0,entry=rsi2_next_open; setup_rsi2=4.74; raw_entry=open:55.8100; slippage_bps=1.0; decision_date=2025-10-10 00:00:00; filter_close=53.5800; filter_ma50=49.0074; filter_avg_value_10=167.85; filter_adr20=5.44; rs_bucket=rs90_100
